Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID90713,90713,156,23.253,173.838,287.537,0,41,41,3.250,1,-10921639,35.432,16,-35,166,1311,56.888,12.350,1.240,0.690
ID90778,90778,156,20.835,173.812,286.614,0,42,42,3.250,1,-10921639,41.405,28,-9,142,1532,42.732,4.550,1.013,0.975
ID90809,90809,156,18.413,173.079,286.713,0,43,43,3.250,1,-10921639,37.730,38,-43,134,1396,44.206,4.550,1.014,0.859
ID90836,90836,156,23.809,173.132,285.658,0,44,44,3.250,1,-10921639,39.541,23,-92,195,1463,67.799,2.792,0.827,0.528
ID90892,90892,156,29.809,173.033,285.594,0,45,45,3.250,1,-10921639,48.676,29,-57,231,1801,73.680,2.808,1.058,0.679
ID90863,90863,156,23.787,172.714,285.755,0,46,46,3.250,1,-10921639,33.703,11,-38,186,1247,61.410,2.787,1.089,0.572
ID90918,90918,156,29.189,172.793,286.125,0,47,47,3.250,1,-10921639,45.568,31,-63,199,1686,69.398,2.814,1.052,0.673
ID90945,90945,156,37.256,173.230,285.853,0,48,48,3.250,1,-10921639,53.541,25,-48,295,1981,91.387,2.792,1.162,0.630
ID90969,90969,156,34.251,172.861,286.015,0,49,49,3.250,1,-10921639,44.757,41,-56,274,1656,87.829,2.781,1.347,0.585
ID90999,90999,156,26.221,173.104,286.100,0,50,50,3.250,1,-10921639,37.703,15,-65,202,1395,70.693,12.350,1.234,0.589
ID91063,91063,156,21.067,172.826,285.832,0,52,52,3.250,1,-10921639,28.892,11,-62,192,1069,64.598,12.350,0.999,0.447
ID91102,91102,156,21.131,173.190,285.919,0,53,53,3.250,1,-10921639,29.324,15,-36,150,1085,45.758,12.350,2.143,0.874
ID91137,91137,156,22.663,173.343,285.648,0,54,54,3.250,1,-10921639,27.378,18,-46,166,1013,55.404,2.774,2.673,0.719
ID91169,91169,156,21.053,172.872,285.914,0,55,55,3.250,1,-10921639,21.784,2,-61,150,806,53.917,2.782,7.007,0.707
ID91225,91225,156,19.304,174.415,285.903,0,56,56,3.250,1,-10921639,21.892,18,-57,120,810,42.233,12.350,5.881,0.886
ID91194,91194,156,16.901,173.639,285.438,0,57,57,3.250,1,-10921639,15.973,1,-49,126,591,47.487,2.812,2.806,0.496
ID91243,91243,156,17.314,173.508,285.331,0,58,58,3.250,1,-10921639,15.541,-3,-52,122,575,46.644,2.778,4.891,0.553
ID90862,90862,162,22.728,184.860,283.054,0,46,46,3.250,1,-10921639,33.270,30,-71,176,1231,68.439,12.350,0.748,0.416
ID90917,90917,162,22.876,184.389,282.106,0,47,47,3.250,1,-10921639,34.892,41,-101,167,1291,69.895,2.805,1.097,0.522
ID90943,90943,162,29.270,184.209,281.258,0,48,48,3.250,1,-10921639,49.595,51,-60,181,1835,70.657,4.550,1.694,0.883
ID90968,90968,162,34.578,184.156,280.494,0,49,49,3.250,1,-10921639,53.297,45,-71,236,1972,80.391,4.550,1.596,0.815
ID90998,90998,162,50.920,184.348,280.893,0,50,50,3.250,1,-10921639,81.514,66,-87,320,3016,114.987,4.550,1.548,0.861
ID91031,91031,162,61.480,184.362,281.113,0,51,51,3.250,1,-10921639,90.676,45,-72,402,3355,134.841,4.550,1.557,0.819
ID91061,91061,162,74.457,184.720,281.214,0,52,52,3.250,1,-10921639,115.459,93,-116,493,4272,164.504,4.550,1.530,0.849
ID91101,91101,162,93.853,184.845,281.574,0,53,53,3.250,1,-10921639,156.189,132,-193,583,5779,205.247,4.550,1.463,0.904
ID91136,91136,162,102.313,185.063,281.150,0,54,54,3.250,1,-10921639,154.622,104,-210,687,5721,231.327,4.550,1.432,0.787
ID91167,91167,162,62.282,185.328,280.314,0,55,55,3.250,1,-10921639,116.432,116,-98,377,4308,147.290,4.550,1.455,0.937
ID91224,91224,162,54.201,185.042,280.902,0,56,56,3.250,1,-10921639,90.135,83,-125,359,3335,130.568,4.550,1.289,0.777
ID91193,91193,162,30.156,185.172,281.967,0,57,57,3.250,1,-10921639,48.649,25,-72,256,1800,83.692,12.350,0.993,0.579
ID91242,91242,162,30.688,185.274,281.339,0,58,58,3.250,1,-10921639,52.270,53,-83,202,1934,76.585,12.350,1.432,0.804
ID90860,90860,165,20.264,195.519,271.277,0,46,46,3.250,1,-10921639,31.811,24,-76,196,1177,58.136,12.350,1.147,0.585
ID90915,90915,165,31.106,196.053,272.395,0,47,47,3.250,1,-10921639,55.405,42,-102,221,2050,84.182,12.350,1.071,0.681
ID90966,90966,165,25.724,195.948,271.759,0,49,49,3.250,1,-10921639,34.811,28,-91,238,1288,83.863,12.350,0.937,0.402
ID90995,90995,165,36.381,195.977,271.466,0,50,50,3.250,1,-10921639,44.270,6,-67,317,1638,104.642,12.350,1.380,0.491
ID91027,91027,165,28.495,195.974,271.439,0,51,51,3.250,1,-10921639,31.270,3,-97,259,1157,90.801,12.350,0.843,0.315
ID91095,91095,165,22.357,195.000,271.000,0,53,53,3.250,1,-10921639,39.297,26,-73,178,1454,70.942,12.350,0.887,0.521
ID91131,91131,165,37.729,195.717,271.484,0,54,54,3.250,1,-10921639,44.162,9,-112,295,1634,103.479,12.350,1.609,0.526
ID91163,91163,165,47.304,195.731,271.395,0,55,55,3.250,1,-10921639,56.811,8,-72,338,2102,116.213,2.791,2.056,0.658
ID91219,91219,165,34.704,195.594,271.418,0,56,56,3.250,1,-10921639,43.514,7,-56,261,1610,87.785,2.786,1.803,0.638
ID91191,91191,165,14.840,195.469,271.324,0,57,57,3.250,1,-10921639,22.811,10,-21,108,844,33.276,12.350,2.016,0.916
ID90924,90924,169,13.155,173.974,198.474,0,48,48,3.250,1,-10921639,27.081,26,-11,62,1002,20.342,4.550,1.506,1.600
ID90952,90952,169,16.942,175.777,198.626,0,49,49,3.250,1,-10921639,20.459,8,-45,148,757,49.458,2.770,1.202,0.452
ID90978,90978,169,21.512,176.287,198.704,0,50,50,3.250,1,-10921639,31.811,23,-35,139,1177,49.997,4.550,1.416,0.746
ID91009,91009,169,28.974,176.679,198.876,0,51,51,3.250,1,-10921639,45.027,30,-44,176,1666,65.547,4.550,1.458,0.815
ID91041,91041,169,31.170,176.711,199.586,0,52,52,3.250,1,-10921639,45.054,19,-52,221,1667,74.849,2.802,1.404,0.703
ID91073,91073,169,27.594,177.077,200.254,0,53,53,3.250,1,-10921639,36.595,13,-52,203,1354,66.862,2.793,1.496,0.656
ID91115,91115,169,21.036,177.178,200.740,0,54,54,3.250,1,-10921639,33.568,20,-41,122,1242,42.382,4.550,1.530,0.958
ID91147,91147,169,13.725,177.943,201.435,0,55,55,3.250,1,-10921639,22.946,17,-22,92,849,28.715,4.550,1.513,0.962
ID91206,91206,169,13.972,178.379,202.122,0,56,56,3.250,1,-10921639,18.757,10,-31,100,694,37.674,2.797,1.357,0.573
ID90970,90970,171,21.022,168.977,286.657,0,49,49,3.250,1,-10921639,43.081,21,-69,183,1594,65.620,4.550,1.051,0.673
ID91000,91000,171,30.931,168.821,286.928,0,50,50,3.250,1,-10921639,50.000,31,-48,241,1850,79.212,2.791,1.078,0.655
ID91033,91033,171,29.925,168.704,286.928,0,51,51,3.250,1,-10921639,53.486,37,-27,213,1979,63.865,4.550,1.244,0.929
ID91064,91064,171,25.687,168.489,286.937,0,52,52,3.250,1,-10921639,34.405,12,-57,204,1273,71.192,12.350,1.038,0.492
ID91103,91103,171,17.000,168.537,286.801,0,53,53,3.250,1,-10921639,28.946,15,-36,149,1071,46.828,4.550,1.556,0.753
ID91138,91138,171,13.194,168.022,286.967,0,54,54,3.250,1,-10921639,17.757,10,-37,98,657,33.830,12.350,1.273,0.588
ID91170,91170,171,16.430,170.000,287.000,0,55,55,3.250,1,-10921639,30.027,35,-61,150,1111,45.279,4.550,2.596,0.958
ID91226,91226,171,27.594,168.098,286.972,0,56,56,3.250,1,-10921639,29.838,16,-58,208,1104,65.318,2.784,2.377,0.643
ID91195,91195,171,16.745,168.097,286.723,0,57,57,3.250,1,-10921639,20.108,9,-37,131,744,41.384,2.786,2.140,0.662
ID91028,91028,178,20.134,153.184,272.320,0,51,51,3.250,1,-10921639,36.162,38,-30,96,1338,37.119,4.550,2.017,1.303
ID91058,91058,178,24.390,151.386,274.118,0,52,52,3.250,1,-10921639,37.811,38,-37,133,1399,48.399,4.550,1.918,1.027
ID91098,91098,178,21.738,150.641,275.288,0,53,53,3.250,1,-10921639,39.730,35,-41,151,1470,44.784,4.550,1.448,1.049
ID91134,91134,178,22.572,151.660,276.683,0,54,54,3.250,1,-10921639,43.514,42,-44,136,1610,43.339,4.550,1.283,1.129
ID91164,91164,178,13.812,150.377,275.733,0,55,55,3.250,1,-10921639,25.297,25,-44,84,936,36.567,4.550,1.117,0.730
ID91221,91221,178,16.055,151.072,275.339,0,56,56,3.250,1,-10921639,38.595,39,2,80,1428,23.498,4.550,1.304,1.859
ID91032,91032,179,22.812,154.755,285.392,0,51,51,3.250,1,-10921639,37.000,35,-39,132,1369,49.968,4.550,1.863,0.964
ID91062,91062,179,21.893,153.962,284.940,0,52,52,3.250,1,-10921639,30.730,26,-36,115,1137,43.840,4.550,2.164,0.959
ID91006,91006,180,16.395,177.628,176.680,0,51,51,3.250,1,-10921639,28.216,19,-35,109,1044,35.995,4.550,1.370,0.906
ID91039,91039,180,14.331,178.060,176.828,0,52,52,3.250,1,-10921639,22.730,16,-23,93,841,31.448,4.550,1.307,0.819
ID91071,91071,180,18.559,178.893,177.704,0,53,53,3.250,1,-10921639,32.216,22,-35,111,1192,37.413,4.550,1.358,0.992
ID91112,91112,180,21.923,179.952,178.198,0,54,54,3.250,1,-10921639,30.892,15,-23,137,1143,46.619,4.550,1.424,0.779
ID91144,91144,180,24.317,181.205,178.922,0,55,55,3.250,1,-10921639,39.973,33,-17,164,1479,46.286,4.550,1.338,0.988
ID91204,91204,180,16.937,182.595,179.555,0,56,56,3.250,1,-10921639,25.595,33,-48,108,947,41.807,4.550,1.772,0.783
ID91179,91179,180,15.359,183.097,179.938,0,57,57,3.250,1,-10921639,22.162,19,-24,90,820,32.420,4.550,1.493,0.819
